"year","deaths_avoided_males","deaths_avoided_females","deaths_avoided_both","policy_year"
2054,0,0,0,2019
2055,0,0,0,2019
2056,0,0,0,2019
2057,0,0,0,2019
2058,0,0,0,2019
2059,0,0,0,2019
2060,0,0,0,2019
2010,0,0,0,2020
2011,0,0,0,2020
2012,0,0,0,2020
2013,0,0,0,2020
2014,0,0,0,2020
2015,0,0,0,2020
2016,0,0,0,2020
2017,0,0,0,2020
2018,0,0,0,2020
2019,0,0,0,2020
2020,0,0,0,2020
2021,0,0,0,2020
2022,0,0,0,2020
2023,0,0,0,2020
2024,0,0,0,2020
2025,0,0,0,2020
2026,0,0,0,2020
2027,0,0,0,2020
2028,0,0,0,2020
2029,0,0,0,2020
2030,0,0,0,2020
2031,0,0,0,2020
2032,0,0,0,2020
2033,0,0,0,2020
2034,0,0,0,2020
2035,0,0,0,2020
2036,0,0,0,2020
2037,0,0,0,2020
2038,0,0,0,2020
2039,0,0,0,2020
2040,0,0,0,2020
2041,0,0,0,2020
2042,0,0,0,2020
2043,0,0,0,2020
2044,0,0,0,2020
2045,0,0,0,2020
2046,0,0,0,2020
2047,0,0,0,2020
2048,0,0,0,2020
2049,0,0,0,2020
2050,0,0,0,2020
2051,0,0,0,2020
2052,0,0,0,2020
2053,0,0,0,2020
2054,0,0,0,2020
2055,0,0,0,2020
2056,0,0,0,2020
2057,0,0,0,2020
2058,0,0,0,2020
2059,0,0,0,2020
2060,0,0,0,2020
