7
* SHG parameters for all races by gender 18JUL14
* Cigarette level parameters for SHG                                                                
* 1=1-5(3), 2=6-15(10), 3=16-25,(20), 4=26-35(30), 5=36-45(40), 6=41+(60)                           
* Estimates for all race by gender [M(1) F(2)]                                                      
* Race,Sex,StartYOB,EndYOB,Age,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6                                        
0,0,1966,1966,0,.,.,.,.,.,.
0,0,1967,1967,0,.,.,.,.,.,.
0,0,1968,1968,0,.,.,.,.,.,.
0,0,1969,1969,0,.,.,.,.,.,.
0,0,1970,1970,0,.,.,.,.,.,.
0,0,1971,1971,0,.,.,.,.,.,.
0,0,1972,1972,0,.,.,.,.,.,.
0,0,1973,1973,0,.,.,.,.,.,.
0,0,1974,1974,0,.,.,.,.,.,.
0,0,1975,1975,0,.,.,.,.,.,.
0,0,1976,1976,0,.,.,.,.,.,.
0,0,1977,1977,0,.,.,.,.,.,.
0,0,1978,1978,0,.,.,.,.,.,.
0,0,1979,1979,0,.,.,.,.,.,.
0,0,1980,1980,0,.,.,.,.,.,.
0,0,1981,1981,0,.,.,.,.,.,.
0,0,1982,1982,0,.,.,.,.,.,.
0,0,1983,1983,0,.,.,.,.,.,.
0,0,1984,1984,0,.,.,.,.,.,.
0,0,1985,1985,0,.,.,.,.,.,.
0,0,1986,1986,0,.,.,.,.,.,.
0,0,1987,1987,0,.,.,.,.,.,.
0,0,1988,1988,0,.,.,.,.,.,.
0,0,1989,1989,0,.,.,.,.,.,.
0,0,1990,1990,0,.,.,.,.,.,.
0,0,1991,1991,0,.,.,.,.,.,.
0,0,1992,1992,0,.,.,.,.,.,.
0,0,1993,1993,0,.,.,.,.,.,.
0,0,1994,1994,0,.,.,.,.,.,.
0,0,1995,1995,0,.,.,.,.,.,.
0,0,1996,1996,0,.,.,.,.,.,.
0,0,1997,1997,0,.,.,.,.,.,.
0,0,1998,1998,0,.,.,.,.,.,.
0,0,1999,1999,0,.,.,.,.,.,.
0,0,2000,2000,0,.,.,.,.,.,.
0,0,2001,2001,0,.,.,.,.,.,.
0,0,2002,2002,0,.,.,.,.,.,.
0,0,2003,2003,0,.,.,.,.,.,.
0,0,2004,2004,0,.,.,.,.,.,.
0,0,2005,2005,0,.,.,.,.,.,.
0,0,2006,2006,0,.,.,.,.,.,.
0,0,2007,2007,0,.,.,.,.,.,.
0,0,2008,2008,0,.,.,.,.,.,.
0,0,2009,2009,0,.,.,.,.,.,.
0,0,2010,2010,0,.,.,.,.,.,.
0,0,2011,2011,0,.,.,.,.,.,.
0,0,2012,2012,0,.,.,.,.,.,.
0,0,2013,2013,0,.,.,.,.,.,.
0,0,2014,2014,0,.,.,.,.,.,.
0,0,2015,2015,0,.,.,.,.,.,.
0,0,2016,2016,0,.,.,.,.,.,.
0,0,2017,2017,0,.,.,.,.,.,.
0,0,2018,2018,0,.,.,.,.,.,.
0,0,2019,2019,0,.,.,.,.,.,.
0,0,2020,2020,0,.,.,.,.,.,.
0,0,2021,2021,0,.,.,.,.,.,.
0,0,2022,2022,0,.,.,.,.,.,.
0,0,2023,2023,0,.,.,.,.,.,.
0,0,2024,2024,0,.,.,.,.,.,.
0,0,2025,2025,0,.,.,.,.,.,.
0,0,2026,2026,0,.,.,.,.,.,.
0,0,2027,2027,0,.,.,.,.,.,.
0,0,2028,2028,0,.,.,.,.,.,.
0,0,2029,2029,0,.,.,.,.,.,.
0,0,2030,2030,0,.,.,.,.,.,.
0,0,2031,2031,0,.,.,.,.,.,.
0,0,2032,2032,0,.,.,.,.,.,.
0,0,2033,2033,0,.,.,.,.,.,.
0,0,2034,2034,0,.,.,.,.,.,.
0,0,2035,2035,0,.,.,.,.,.,.
0,0,2036,2036,0,.,.,.,.,.,.
0,0,2037,2037,0,.,.,.,.,.,.
0,0,2038,2038,0,.,.,.,.,.,.
0,0,2039,2039,0,.,.,.,.,.,.
0,0,2040,2040,0,.,.,.,.,.,.
0,0,2041,2041,0,.,.,.,.,.,.
0,0,2042,2042,0,.,.,.,.,.,.
0,0,2043,2043,0,.,.,.,.,.,.
0,0,2044,2044,0,.,.,.,.,.,.
0,0,2045,2045,0,.,.,.,.,.,.
0,0,2046,2046,0,.,.,.,.,.,.
0,0,2047,2047,0,.,.,.,.,.,.
0,0,2048,2048,0,.,.,.,.,.,.
0,0,2049,2049,0,.,.,.,.,.,.
0,0,2050,2050,0,.,.,.,.,.,.
0,0,2051,2051,0,.,.,.,.,.,.
0,0,2052,2052,0,.,.,.,.,.,.
0,0,2053,2053,0,.,.,.,.,.,.
0,0,2054,2054,0,.,.,.,.,.,.
0,0,2055,2055,0,.,.,.,.,.,.
0,0,2056,2056,0,.,.,.,.,.,.
0,0,2057,2057,0,.,.,.,.,.,.
0,0,2058,2058,0,.,.,.,.,.,.
0,0,2059,2059,0,.,.,.,.,.,.
0,0,2060,2060,0,.,.,.,.,.,.
0,0,2061,2061,0,.,.,.,.,.,.
0,0,2062,2062,0,.,.,.,.,.,.
0,0,2063,2063,0,.,.,.,.,.,.
0,0,2064,2064,0,.,.,.,.,.,.
0,0,2065,2065,0,.,.,.,.,.,.
0,0,2066,2066,0,.,.,.,.,.,.
0,0,2067,2067,0,.,.,.,.,.,.
0,0,2068,2068,0,.,.,.,.,.,.
0,0,2069,2069,0,.,.,.,.,.,.
0,0,2070,2070,0,.,.,.,.,.,.
0,0,2071,2071,0,.,.,.,.,.,.
0,0,2072,2072,0,.,.,.,.,.,.
0,0,2073,2073,0,.,.,.,.,.,.
0,0,2074,2074,0,.,.,.,.,.,.
0,0,2075,2075,0,.,.,.,.,.,.
0,0,2076,2076,0,.,.,.,.,.,.
0,0,2077,2077,0,.,.,.,.,.,.
0,0,2078,2078,0,.,.,.,.,.,.
0,0,2079,2079,0,.,.,.,.,.,.
0,0,2080,2080,0,.,.,.,.,.,.
0,0,2081,2081,0,.,.,.,.,.,.
0,0,2082,2082,0,.,.,.,.,.,.
0,0,2083,2083,0,.,.,.,.,.,.
0,0,2084,2084,0,.,.,.,.,.,.
0,0,2085,2085,0,.,.,.,.,.,.
0,0,2086,2086,0,.,.,.,.,.,.
0,0,2087,2087,0,.,.,.,.,.,.
0,0,2088,2088,0,.,.,.,.,.,.
0,0,2089,2089,0,.,.,.,.,.,.
0,0,2090,2090,0,.,.,.,.,.,.
0,0,2091,2091,0,.,.,.,.,.,.
0,0,2092,2092,0,.,.,.,.,.,.
0,0,2093,2093,0,.,.,.,.,.,.
0,0,2094,2094,0,.,.,.,.,.,.
0,0,2095,2095,0,.,.,.,.,.,.
0,0,2096,2096,0,.,.,.,.,.,.
0,0,2097,2097,0,.,.,.,.,.,.
0,0,2098,2098,0,.,.,.,.,.,.
0,0,2099,2099,0,.,.,.,.,.,.
0,0,2100,2100,0,.,.,.,.,.,.
0,0,1864,1864,1,.,.,.,.,.,.
0,0,1865,1865,1,.,.,.,.,.,.
0,0,1866,1866,1,.,.,.,.,.,.
0,0,1867,1867,1,.,.,.,.,.,.
0,0,1868,1868,1,.,.,.,.,.,.
0,0,1869,1869,1,.,.,.,.,.,.
0,0,1870,1870,1,.,.,.,.,.,.
0,0,1871,1871,1,.,.,.,.,.,.
0,0,1872,1872,1,.,.,.,.,.,.
0,0,1873,1873,1,.,.,.,.,.,.
0,0,1874,1874,1,.,.,.,.,.,.
0,0,1875,1875,1,.,.,.,.,.,.
0,0,1876,1876,1,.,.,.,.,.,.
0,0,1877,1877,1,.,.,.,.,.,.
0,0,1878,1878,1,.,.,.,.,.,.
0,0,1879,1879,1,.,.,.,.,.,.
0,0,1880,1880,1,.,.,.,.,.,.
0,0,1881,1881,1,.,.,.,.,.,.
0,0,1882,1882,1,.,.,.,.,.,.
0,0,1883,1883,1,.,.,.,.,.,.
0,0,1884,1884,1,.,.,.,.,.,.
0,0,1885,1885,1,.,.,.,.,.,.
0,0,1886,1886,1,.,.,.,.,.,.
0,0,1887,1887,1,.,.,.,.,.,.
0,0,1888,1888,1,.,.,.,.,.,.
0,0,1889,1889,1,.,.,.,.,.,.
0,0,1890,1890,1,.,.,.,.,.,.
0,0,1891,1891,1,.,.,.,.,.,.
0,0,1892,1892,1,.,.,.,.,.,.
0,0,1893,1893,1,.,.,.,.,.,.
0,0,1894,1894,1,.,.,.,.,.,.
0,0,1895,1895,1,.,.,.,.,.,.
0,0,1896,1896,1,.,.,.,.,.,.
0,0,1897,1897,1,.,.,.,.,.,.
0,0,1898,1898,1,.,.,.,.,.,.
0,0,1899,1899,1,.,.,.,.,.,.
0,0,1900,1900,1,.,.,.,.,.,.
0,0,1901,1901,1,.,.,.,.,.,.
0,0,1902,1902,1,.,.,.,.,.,.
0,0,1903,1903,1,.,.,.,.,.,.
0,0,1904,1904,1,.,.,.,.,.,.
0,0,1905,1905,1,.,.,.,.,.,.
0,0,1906,1906,1,.,.,.,.,.,.
0,0,1907,1907,1,.,.,.,.,.,.
0,0,1908,1908,1,.,.,.,.,.,.
0,0,1909,1909,1,.,.,.,.,.,.
0,0,1910,1910,1,.,.,.,.,.,.
0,0,1911,1911,1,.,.,.,.,.,.
0,0,1912,1912,1,.,.,.,.,.,.
0,0,1913,1913,1,.,.,.,.,.,.
0,0,1914,1914,1,.,.,.,.,.,.
0,0,1915,1915,1,.,.,.,.,.,.
0,0,1916,1916,1,.,.,.,.,.,.
0,0,1917,1917,1,.,.,.,.,.,.
0,0,1918,1918,1,.,.,.,.,.,.
0,0,1919,1919,1,.,.,.,.,.,.
0,0,1920,1920,1,.,.,.,.,.,.
0,0,1921,1921,1,.,.,.,.,.,.
0,0,1922,1922,1,.,.,.,.,.,.
0,0,1923,1923,1,.,.,.,.,.,.
0,0,1924,1924,1,.,.,.,.,.,.
0,0,1925,1925,1,.,.,.,.,.,.
0,0,1926,1926,1,.,.,.,.,.,.
0,0,1927,1927,1,.,.,.,.,.,.
0,0,1928,1928,1,.,.,.,.,.,.
0,0,1929,1929,1,.,.,.,.,.,.
0,0,1930,1930,1,.,.,.,.,.,.
0,0,1931,1931,1,.,.,.,.,.,.
0,0,1932,1932,1,.,.,.,.,.,.
0,0,1933,1933,1,.,.,.,.,.,.
0,0,1934,1934,1,.,.,.,.,.,.
0,0,1935,1935,1,.,.,.,.,.,.
0,0,1936,1936,1,.,.,.,.,.,.
0,0,1937,1937,1,.,.,.,.,.,.
0,0,1938,1938,1,.,.,.,.,.,.
0,0,1939,1939,1,.,.,.,.,.,.
0,0,1940,1940,1,.,.,.,.,.,.
0,0,1941,1941,1,.,.,.,.,.,.
0,0,1942,1942,1,.,.,.,.,.,.
0,0,1943,1943,1,.,.,.,.,.,.
0,0,1944,1944,1,.,.,.,.,.,.
0,0,1945,1945,1,.,.,.,.,.,.
0,0,1946,1946,1,.,.,.,.,.,.
0,0,1947,1947,1,.,.,.,.,.,.
0,0,1948,1948,1,.,.,.,.,.,.
0,0,1949,1949,1,.,.,.,.,.,.
0,0,1950,1950,1,.,.,.,.,.,.
0,0,1951,1951,1,.,.,.,.,.,.
0,0,1952,1952,1,.,.,.,.,.,.
0,0,1953,1953,1,.,.,.,.,.,.
0,0,1954,1954,1,.,.,.,.,.,.
0,0,1955,1955,1,.,.,.,.,.,.
0,0,1956,1956,1,.,.,.,.,.,.
0,0,1957,1957,1,.,.,.,.,.,.
0,0,1958,1958,1,.,.,.,.,.,.
0,0,1959,1959,1,.,.,.,.,.,.
0,0,1960,1960,1,.,.,.,.,.,.
0,0,1961,1961,1,.,.,.,.,.,.
0,0,1962,1962,1,.,.,.,.,.,.
0,0,1963,1963,1,.,.,.,.,.,.
0,0,1964,1964,1,.,.,.,.,.,.
0,0,1965,1965,1,.,.,.,.,.,.
0,0,1966,1966,1,.,.,.,.,.,.
0,0,1967,1967,1,.,.,.,.,.,.
0,0,1968,1968,1,.,.,.,.,.,.
0,0,1969,1969,1,.,.,.,.,.,.
0,0,1970,1970,1,.,.,.,.,.,.
0,0,1971,1971,1,.,.,.,.,.,.
0,0,1972,1972,1,.,.,.,.,.,.
0,0,1973,1973,1,.,.,.,.,.,.
0,0,1974,1974,1,.,.,.,.,.,.
0,0,1975,1975,1,.,.,.,.,.,.
0,0,1976,1976,1,.,.,.,.,.,.
0,0,1977,1977,1,.,.,.,.,.,.
0,0,1978,1978,1,.,.,.,.,.,.
0,0,1979,1979,1,.,.,.,.,.,.
0,0,1980,1980,1,.,.,.,.,.,.
0,0,1981,1981,1,.,.,.,.,.,.
0,0,1982,1982,1,.,.,.,.,.,.
0,0,1983,1983,1,.,.,.,.,.,.
0,0,1984,1984,1,.,.,.,.,.,.
0,0,1985,1985,1,.,.,.,.,.,.
0,0,1986,1986,1,.,.,.,.,.,.
0,0,1987,1987,1,.,.,.,.,.,.
0,0,1988,1988,1,.,.,.,.,.,.
0,0,1989,1989,1,.,.,.,.,.,.
0,0,1990,1990,1,.,.,.,.,.,.
0,0,1991,1991,1,.,.,.,.,.,.
0,0,1992,1992,1,.,.,.,.,.,.
0,0,1993,1993,1,.,.,.,.,.,.
0,0,1994,1994,1,.,.,.,.,.,.
0,0,1995,1995,1,.,.,.,.,.,.
0,0,1996,1996,1,.,.,.,.,.,.
0,0,1997,1997,1,.,.,.,.,.,.
0,0,1998,1998,1,.,.,.,.,.,.
0,0,1999,1999,1,.,.,.,.,.,.
0,0,2000,2000,1,.,.,.,.,.,.
0,0,2001,2001,1,.,.,.,.,.,.
0,0,2002,2002,1,.,.,.,.,.,.
0,0,2003,2003,1,.,.,.,.,.,.
0,0,2004,2004,1,.,.,.,.,.,.
0,0,2005,2005,1,.,.,.,.,.,.
0,0,2006,2006,1,.,.,.,.,.,.
0,0,2007,2007,1,.,.,.,.,.,.
0,0,2008,2008,1,.,.,.,.,.,.
0,0,2009,2009,1,.,.,.,.,.,.
0,0,2010,2010,1,.,.,.,.,.,.
0,0,2011,2011,1,.,.,.,.,.,.
0,0,2012,2012,1,.,.,.,.,.,.
0,0,2013,2013,1,.,.,.,.,.,.
0,0,2014,2014,1,.,.,.,.,.,.
0,0,2015,2015,1,.,.,.,.,.,.
0,0,2016,2016,1,.,.,.,.,.,.
0,0,2017,2017,1,.,.,.,.,.,.
0,0,2018,2018,1,.,.,.,.,.,.
0,0,2019,2019,1,.,.,.,.,.,.
0,0,2020,2020,1,.,.,.,.,.,.
0,0,2021,2021,1,.,.,.,.,.,.
0,0,2022,2022,1,.,.,.,.,.,.
0,0,2023,2023,1,.,.,.,.,.,.
0,0,2024,2024,1,.,.,.,.,.,.
0,0,2025,2025,1,.,.,.,.,.,.
0,0,2026,2026,1,.,.,.,.,.,.
0,0,2027,2027,1,.,.,.,.,.,.
0,0,2028,2028,1,.,.,.,.,.,.
0,0,2029,2029,1,.,.,.,.,.,.
0,0,2030,2030,1,.,.,.,.,.,.
0,0,2031,2031,1,.,.,.,.,.,.
0,0,2032,2032,1,.,.,.,.,.,.
0,0,2033,2033,1,.,.,.,.,.,.
0,0,2034,2034,1,.,.,.,.,.,.
0,0,2035,2035,1,.,.,.,.,.,.
0,0,2036,2036,1,.,.,.,.,.,.
0,0,2037,2037,1,.,.,.,.,.,.
0,0,2038,2038,1,.,.,.,.,.,.
0,0,2039,2039,1,.,.,.,.,.,.
0,0,2040,2040,1,.,.,.,.,.,.
0,0,2041,2041,1,.,.,.,.,.,.
0,0,2042,2042,1,.,.,.,.,.,.
0,0,2043,2043,1,.,.,.,.,.,.
0,0,2044,2044,1,.,.,.,.,.,.
0,0,2045,2045,1,.,.,.,.,.,.
0,0,2046,2046,1,.,.,.,.,.,.
0,0,2047,2047,1,.,.,.,.,.,.
0,0,2048,2048,1,.,.,.,.,.,.
0,0,2049,2049,1,.,.,.,.,.,.
0,0,2050,2050,1,.,.,.,.,.,.
0,0,2051,2051,1,.,.,.,.,.,.
0,0,2052,2052,1,.,.,.,.,.,.
0,0,2053,2053,1,.,.,.,.,.,.
0,0,2054,2054,1,.,.,.,.,.,.
0,0,2055,2055,1,.,.,.,.,.,.
0,0,2056,2056,1,.,.,.,.,.,.
0,0,2057,2057,1,.,.,.,.,.,.
0,0,2058,2058,1,.,.,.,.,.,.
0,0,2059,2059,1,.,.,.,.,.,.
0,0,2060,2060,1,.,.,.,.,.,.
0,0,2061,2061,1,.,.,.,.,.,.
0,0,2062,2062,1,.,.,.,.,.,.
0,0,2063,2063,1,.,.,.,.,.,.
0,0,2064,2064,1,.,.,.,.,.,.
0,0,2065,2065,1,.,.,.,.,.,.
0,0,2066,2066,1,.,.,.,.,.,.
0,0,2067,2067,1,.,.,.,.,.,.
0,0,2068,2068,1,.,.,.,.,.,.
0,0,2069,2069,1,.,.,.,.,.,.
0,0,2070,2070,1,.,.,.,.,.,.
0,0,2071,2071,1,.,.,.,.,.,.
0,0,2072,2072,1,.,.,.,.,.,.
0,0,2073,2073,1,.,.,.,.,.,.
0,0,2074,2074,1,.,.,.,.,.,.
0,0,2075,2075,1,.,.,.,.,.,.
0,0,2076,2076,1,.,.,.,.,.,.
0,0,2077,2077,1,.,.,.,.,.,.
0,0,2078,2078,1,.,.,.,.,.,.
0,0,2079,2079,1,.,.,.,.,.,.
0,0,2080,2080,1,.,.,.,.,.,.
0,0,2081,2081,1,.,.,.,.,.,.
0,0,2082,2082,1,.,.,.,.,.,.
0,0,2083,2083,1,.,.,.,.,.,.
0,0,2084,2084,1,.,.,.,.,.,.
0,0,2085,2085,1,.,.,.,.,.,.
0,0,2086,2086,1,.,.,.,.,.,.
0,0,2087,2087,1,.,.,.,.,.,.
0,0,2088,2088,1,.,.,.,.,.,.
0,0,2089,2089,1,.,.,.,.,.,.
0,0,2090,2090,1,.,.,.,.,.,.
0,0,2091,2091,1,.,.,.,.,.,.
0,0,2092,2092,1,.,.,.,.,.,.
0,0,2093,2093,1,.,.,.,.,.,.
0,0,2094,2094,1,.,.,.,.,.,.
0,0,2095,2095,1,.,.,.,.,.,.
0,0,2096,2096,1,.,.,.,.,.,.
0,0,2097,2097,1,.,.,.,.,.,.
0,0,2098,2098,1,.,.,.,.,.,.
0,0,2099,2099,1,.,.,.,.,.,.
0,0,2100,2100,1,.,.,.,.,.,.
0,0,1864,1864,2,.,.,.,.,.,.
0,0,1865,1865,2,.,.,.,.,.,.
0,0,1866,1866,2,.,.,.,.,.,.
0,0,1867,1867,2,.,.,.,.,.,.
0,0,1868,1868,2,.,.,.,.,.,.
0,0,1869,1869,2,.,.,.,.,.,.
0,0,1870,1870,2,.,.,.,.,.,.
0,0,1871,1871,2,.,.,.,.,.,.
0,0,1872,1872,2,.,.,.,.,.,.
0,0,1873,1873,2,.,.,.,.,.,.
0,0,1874,1874,2,.,.,.,.,.,.
0,0,1875,1875,2,.,.,.,.,.,.
0,0,1876,1876,2,.,.,.,.,.,.
0,0,1877,1877,2,.,.,.,.,.,.
0,0,1878,1878,2,.,.,.,.,.,.
0,0,1879,1879,2,.,.,.,.,.,.
0,0,1880,1880,2,.,.,.,.,.,.
0,0,1881,1881,2,.,.,.,.,.,.
0,0,1882,1882,2,.,.,.,.,.,.
0,0,1883,1883,2,.,.,.,.,.,.
0,0,1884,1884,2,.,.,.,.,.,.
0,0,1885,1885,2,.,.,.,.,.,.
0,0,1886,1886,2,.,.,.,.,.,.
0,0,1887,1887,2,.,.,.,.,.,.
0,0,1888,1888,2,.,.,.,.,.,.
0,0,1889,1889,2,.,.,.,.,.,.
0,0,1890,1890,2,.,.,.,.,.,.
0,0,1891,1891,2,.,.,.,.,.,.
0,0,1892,1892,2,.,.,.,.,.,.
0,0,1893,1893,2,.,.,.,.,.,.
0,0,1894,1894,2,.,.,.,.,.,.
0,0,1895,1895,2,.,.,.,.,.,.
0,0,1896,1896,2,.,.,.,.,.,.
0,0,1897,1897,2,.,.,.,.,.,.
0,0,1898,1898,2,.,.,.,.,.,.
0,0,1899,1899,2,.,.,.,.,.,.
0,0,1900,1900,2,.,.,.,.,.,.
0,0,1901,1901,2,.,.,.,.,.,.
0,0,1902,1902,2,.,.,.,.,.,.
0,0,1903,1903,2,.,.,.,.,.,.
0,0,1904,1904,2,.,.,.,.,.,.
0,0,1905,1905,2,.,.,.,.,.,.
0,0,1906,1906,2,.,.,.,.,.,.
0,0,1907,1907,2,.,.,.,.,.,.
0,0,1908,1908,2,.,.,.,.,.,.
0,0,1909,1909,2,.,.,.,.,.,.
0,0,1910,1910,2,.,.,.,.,.,.
0,0,1911,1911,2,.,.,.,.,.,.
0,0,1912,1912,2,.,.,.,.,.,.
0,0,1913,1913,2,.,.,.,.,.,.
0,0,1914,1914,2,.,.,.,.,.,.
0,0,1915,1915,2,.,.,.,.,.,.
0,0,1916,1916,2,.,.,.,.,.,.
0,0,1917,1917,2,.,.,.,.,.,.
0,0,1918,1918,2,.,.,.,.,.,.
0,0,1919,1919,2,.,.,.,.,.,.
0,0,1920,1920,2,.,.,.,.,.,.
0,0,1921,1921,2,.,.,.,.,.,.
0,0,1922,1922,2,.,.,.,.,.,.
0,0,1923,1923,2,.,.,.,.,.,.
0,0,1924,1924,2,.,.,.,.,.,.
0,0,1925,1925,2,.,.,.,.,.,.
0,0,1926,1926,2,.,.,.,.,.,.
0,0,1927,1927,2,.,.,.,.,.,.
0,0,1928,1928,2,.,.,.,.,.,.
0,0,1929,1929,2,.,.,.,.,.,.
0,0,1930,1930,2,.,.,.,.,.,.
0,0,1931,1931,2,.,.,.,.,.,.
0,0,1932,1932,2,.,.,.,.,.,.
0,0,1933,1933,2,.,.,.,.,.,.
0,0,1934,1934,2,.,.,.,.,.,.
0,0,1935,1935,2,.,.,.,.,.,.
0,0,1936,1936,2,.,.,.,.,.,.
0,0,1937,1937,2,.,.,.,.,.,.
0,0,1938,1938,2,.,.,.,.,.,.
0,0,1939,1939,2,.,.,.,.,.,.
0,0,1940,1940,2,.,.,.,.,.,.
0,0,1941,1941,2,.,.,.,.,.,.
0,0,1942,1942,2,.,.,.,.,.,.
0,0,1943,1943,2,.,.,.,.,.,.
0,0,1944,1944,2,.,.,.,.,.,.
0,0,1945,1945,2,.,.,.,.,.,.
0,0,1946,1946,2,.,.,.,.,.,.
0,0,1947,1947,2,.,.,.,.,.,.
0,0,1948,1948,2,.,.,.,.,.,.
0,0,1949,1949,2,.,.,.,.,.,.
0,0,1950,1950,2,.,.,.,.,.,.
0,0,1951,1951,2,.,.,.,.,.,.
0,0,1952,1952,2,.,.,.,.,.,.
0,0,1953,1953,2,.,.,.,.,.,.
0,0,1954,1954,2,.,.,.,.,.,.
0,0,1955,1955,2,.,.,.,.,.,.
0,0,1956,1956,2,.,.,.,.,.,.
